"link","location","floorTower","netSqft","pricePerSqft","priceHKDMillions","bedrooms","bathrooms","agent","tags"
"https://www.28hse.com/en/buy/apartment/property-4024199","Tuen Mun Castle Peak Road Tsing Yung Terrace","High Floor,TOWER 3","962","8212","7.9","3","2","Century 21 Sky On Properties","3 Bedrooms , 2 Bathrooms South west Apartment Mountain view Good view City view Sea view Indoor Car Park Balcony Ensuite"
"https://www.28hse.com/en/buy/apartment/property-4024124","Fotan Royal Ascot","Low Floor,BLOCK 10","974","12834","12.5","3",,"Centaline Property Agency Limited","3 Bedrooms North west Apartment SHKP"
"https://www.28hse.com/en/buy/apartment/property-4024122","Shatin Dragons Range","Unit D,Mid Floor,TOWER 3,COURT C","944","12712","12","3","2","Ricacorp Properties","3 Bedrooms , 2 Bathrooms North west Apartment Kerry"
"https://www.28hse.com/en/buy/apartment/property-4024107","Fotan The Palazzo","Unit C,High Floor,TOWER 7","906","16556","15","3",,"Centaline Property Agency Limited","3 Bedrooms Apartment Sino Elegant Ensuite Clubhouse Shopping Mall nearby Maid bedroom Good school zone MTR nearby"
"https://www.28hse.com/en/buy/apartment/property-4023912","Tuen Mun Castle Peak Road Tsing Yung Terrace","Low Floor,TOWER 4","953","7870","7.5","4","3","Earnest Property Agency Ltd","4 Bedrooms , 3 Bathrooms South Apartment Indoor Car Park Good view Ensuite Balcony Maid bedroom Elegant"
"https://www.28hse.com/en/buy/apartment/property-4023902","Tuen Mun Castle Peak Road Palm Beach","Mid Floor,TOWER 2","1601","9369","15","5+","3","Earnest Property Agency Ltd","5+ Bedrooms , 3 Bathrooms South Apartment Sea view Indoor Car Park Maid bedroom Clubhouse Ensuite Shopping Mall nearby VR"
"https://www.28hse.com/en/buy/apartment/property-4023900","Tuen Mun Castle Peak Road Peridot Court","Mid Floor,BLOCK 5","1155","10216","11.8","4","3","Earnest Property Agency Ltd","4 Bedrooms , 3 Bathrooms South Apartment Elegant Sea view Indoor Car Park Clubhouse Maid bedroom Balcony Ensuite"
"https://www.28hse.com/en/buy/apartment/property-4023899","Tuen Mun Castle Peak Road Peridot Court","Unit B,Low Floor,BLOCK 2","1155","8381","9.68","4","3","Earnest Property Agency Ltd","4 Bedrooms , 3 Bathrooms South Apartment Elegant Garden view Indoor Car Park Clubhouse Ensuite Maid bedroom Balcony VR"
"https://www.28hse.com/en/buy/apartment/property-4023897","Tuen Mun Castle Peak Road Tsing Yung Terrace","Low Floor,TOWER 4","953","7870","7.5","3","2","Century 21 Sky On Properties","3 Bedrooms , 2 Bathrooms Apartment Good view Sea view Luxury Indoor Car Park Balcony Ensuite Maid bedroom Good school zone"
"https://www.28hse.com/en/buy/apartment/property-4023896","Tuen Mun Castle Peak Road Palm Beach","Mid Floor,TOWER 2","1601","9369","15","5+","3","Century 21 Sky On Properties","5+ Bedrooms , 3 Bathrooms Apartment Good view Sea view Elegant Indoor Car Park Ensuite Maid bedroom Duplex Apartment Shopping Mall nearby"
"https://www.28hse.com/en/buy/apartment/property-4023893","Tuen Mun Castle Peak Road Peridot Court","Low Floor,BLOCK 2","1155","8381","9.68","4","2","Century21 Sky On Properties","4 Bedrooms , 2 Bathrooms Apartment Garden view Good view Elegant Indoor Car Park Balcony Ensuite Maid bedroom Clubhouse"
"https://www.28hse.com/en/buy/apartment/property-4023886","Tuen Mun Castle Peak Road Peridot Court","Mid Floor,BLOCK 5","1155","10216","11.8","3","2","Century21 Sky On Properties","3 Bedrooms , 2 Bathrooms Apartment Good view Sea view Luxury Indoor Car Park Balcony Ensuite Maid bedroom Clubhouse"
"https://www.28hse.com/en/buy/apartment/property-4023885","Fotan Royal Ascot","Unit B,Low Floor,BLOCK 10","974","12834","12.5","3",,"Centaline Property Agency Limited","3 Bedrooms North west Apartment SHKP Elegant Balcony Clubhouse Good school zone Ensuite Maid bedroom"
"https://www.28hse.com/en/buy/apartment/property-4023882","Tuen Mun Castle Peak Road Avignon","Low Floor,TOWER 8,大廈","933","11125","10.38","4","3","Earnest Property Agency Ltd","4 Bedrooms , 3 Bathrooms Apartment SHKP Garden view Indoor Car Park Ensuite Garden Clubhouse Maid bedroom VR"
"https://www.28hse.com/en/buy/apartment/property-4023878","Tuen Mun Castle Peak Road Avignon","Low Floor,TOWER 8,大廈","933","9968","9.3","4","3","Century 21 Sky On Properties","4 Bedrooms , 3 Bathrooms Apartment SHKP Garden view Good view Luxury Garden Ensuite Maid bedroom Clubhouse"
"https://www.28hse.com/en/buy/apartment/property-4023877","Tuen Mun Castle Peak Road Palatial Coast","Unit D,Mid Floor,BLOCK 2,GRAND PACIFIC VIEW","1187","7902","9.38","4","3","Earnest Property Agency Ltd","4 Bedrooms , 3 Bathrooms South Apartment Indoor Car Park Sea view Clubhouse Maid bedroom Ensuite"
"https://www.28hse.com/en/buy/apartment/property-4023848","Shatin Greenfield Court","Unit A,High Floor,TOWER 2","1143","11969","13.68",,,"Sky Power Property Limited","Apartment"
"https://www.28hse.com/en/buy/apartment/property-4023832","Tuen Mun Castle Peak Road Palatial Coast","Unit D,Mid Floor,BLOCK 2,GRAND PACIFIC VIEW","1186","7909","9.38","3","1","Century 21 Sky On Properties","3 Bedrooms , 1 Bathroom South west Apartment Good view Sea view Luxury Indoor Car Park Maid bedroom Clubhouse Shopping Mall nearby"
"https://www.28hse.com/en/buy/apartment/property-4023751","Fanling Casas Domingo","Whole Block,House","1473","8147","12","3",,"Midland","3 Bedrooms Apartment"
"https://www.28hse.com/en/buy/apartment/property-4023646","Tsuen Wan The Cairnhill","Unit B,Mid Floor,BLOCK 5,PHASE 1","1158","11917","13.8","4","2","Midland Realty","4 Bedrooms , 2 Bathrooms South west Apartment Include Powder Room"
"https://www.28hse.com/en/buy/apartment/property-4023142","Yau Tong Peninsula East","Unit A,Low Floor,TOWER 2","999","13514","13.5","4","2","Midland Realty International Limited","4 Bedrooms , 2 Bathrooms South Apartment Wheelock Maid bedroom MTR nearby Clubhouse Good school zone Shopping Mall nearby Ensuite"
"https://www.28hse.com/en/buy/apartment/property-4023098","Yau Tong Peninsula East","Low Floor,TOWER 2","999","13514","13.5","4","3","Wings Property Consultants Ltd","4 Bedrooms , 3 Bathrooms Apartment Wheelock Sea view Luxury"
"https://www.28hse.com/en/buy/apartment/property-4023083","Yau Tong Peninsula East","Mid Floor,TOWER 2","999","13514","13.5","4",,"Wings Property Consultants Ltd","4 Bedrooms Apartment Stand-alone Building Wheelock Maid bedroom Balcony Elegant Sea view City view Good view"
"https://www.28hse.com/en/buy/apartment/property-4022946","Tuen Mun Castle Peak Road Tuen Mun Court","Mid Floor,Tuen Mun Court","1465","8055","11.8","5+","3","Earnest Property Agency Ltd","5+ Bedrooms , 3 Bathrooms South Apartment Sea view Indoor Car Park Maid bedroom Balcony Ensuite"
"https://www.28hse.com/en/buy/apartment/property-4022928","Tai Po Casa Marina","Whole Block,CASA MARINA II","1446","8645","12.5","3","2","Midland Realty International Limited","3 Bedrooms , 2 Bathrooms Apartment Henderson Good view Elegant"
"https://www.28hse.com/en/buy/apartment/property-4022927","Tuen Mun Castle Peak Road Tuen Mun Court","Mid Floor,Tuen Mun Court","1465","8055","11.8","4","3","Century 21 Sky On Properties","4 Bedrooms , 3 Bathrooms Apartment Good view Sea view Elegant Indoor Car Park Balcony Ensuite Maid bedroom Good school zone"
"https://www.28hse.com/en/buy/apartment/property-4022876","Tuen Mun Castle Peak Road Tuen Mun Court","Mid Floor,Tuen Mun Court","1465","8055","11.8","5+","3","Earnest Property Agency Ltd","5+ Bedrooms , 3 Bathrooms South Apartment Indoor Car Park Balcony Ensuite Maid bedroom Sea view"
"https://www.28hse.com/en/buy/apartment/property-4022839","Tuen Mun Castle Peak Road Elegant Villa","Mid Floor,Elegant Villa","1349","7042","9.5","5+","3","Earnest Property Agency Ltd","5+ Bedrooms , 3 Bathrooms Apartment Indoor Car Park Good view Sea view Ensuite Maid bedroom VR"
"https://www.28hse.com/en/buy/apartment/property-4022764","Tung Chung Caribbean Coast","Unit H,High Floor,TOWER 8,Phase 2 Albany Cove","904","11482","10.38","3","2","美聯物業","3 Bedrooms , 2 Bathrooms North west Apartment CK Asset Sea view Elegant"
"https://www.28hse.com/en/buy/apartment/property-4022737","Fanling Royal Knoll","Unit A,High Floor,BLOCK 1","929","10226","9.5","4",,"Midland Reality","4 Bedrooms East Apartment Grand Sea"
"https://www.28hse.com/en/buy/apartment/property-4022736","Fanling Royal Knoll","High Floor,BLOCK 1","944","10169","9.6","3","3","Ricacorp Properties","3 Bedrooms , 3 Bathrooms South Apartment Grand Sea Elegant Mountain view VR"
"https://www.28hse.com/en/buy/apartment/property-4022485","Yuen Long Yoho Midtown","Unit D,Mid Floor,TOWER M1","915","15301","14","4","3","Ricacorp Properties","4 Bedrooms , 3 Bathrooms South Apartment SHKP"
"https://www.28hse.com/en/buy/apartment/property-4022428","Yau Tong Peninsula East","Unit A,Low Floor,TOWER 2","999","13514","13.5","4","3","Centaline Property","4 Bedrooms , 3 Bathrooms North west Apartment Wheelock"
"https://www.28hse.com/en/buy/apartment/property-4022318","Fanling Mount One","High Floor,Mount One","1222","11047","13.5","4",,"Midland","4 Bedrooms South east Apartment SHKP"
"https://www.28hse.com/en/buy/apartment/property-4022304","Sheung Shui Golf Parkview","Mid Floor,BLOCK 3","1079","9175","9.9","3",,"Midland Realty","3 Bedrooms South west Apartment Hanison"
"https://www.28hse.com/en/buy/apartment/property-4022298","Tuen Mun Castle Peak Road Palatial Coast","Unit D,Mid Floor,BLOCK 2,GRAND PACIFIC VIEW","1187","7902","9.38","4","3","Earnest Property Agency Ltd","4 Bedrooms , 3 Bathrooms South Apartment Sea view Clubhouse Ensuite Maid bedroom Indoor Car Park"
"https://www.28hse.com/en/buy/apartment/property-4022249","Tuen Mun Castle Peak Road Palatial Coast","Unit D,Mid Floor,BLOCK 2,GRAND PACIFIC VIEW","1186","7909","9.38","3","1","Century 21 Sky On Properties","3 Bedrooms , 1 Bathroom South west Apartment Good view Sea view Luxury Indoor Car Park Maid bedroom Clubhouse Shopping Mall nearby"
"https://www.28hse.com/en/buy/apartment/property-4022246","Ma On Shan Symphony Bay","Unit C,High Floor,BLOCK 3,VILLA CONCERTO","1031","12609","13","3",,"Centaline Property Agency Limited","3 Bedrooms North Apartment SHKP Indoor Car Park Sea view Maid bedroom MTR nearby Clubhouse"
"https://www.28hse.com/en/buy/apartment/property-4022163","Fotan The Grandville","Unit B,Mid Floor,TOWER C,PHASE 1","922","13970","12.88","3","2","Ricacorp Properties","3 Bedrooms , 2 Bathrooms South east Apartment Wing Tai"
"https://www.28hse.com/en/buy/apartment/property-4021739","Tung Chung Caribbean Coast","Unit H,Mid Floor,TOWER 9,Phase 3 Carmel Cove","927","10680","9.9","3",,"Midland Realty","3 Bedrooms North west Apartment CK Asset Good view Sea view"
"https://www.28hse.com/en/buy/apartment/property-4021715","Tung Chung Tung Chung Crescent","Unit F,High Floor,BLOCK 8","1232","10958","13.5","3","3","Midland Realty","3 Bedrooms , 3 Bathrooms South west Apartment Swire VR"
"https://www.28hse.com/en/buy/apartment/property-4021647","Pak Shek Kok Providence Bay","Low Floor,TOWER 16,大廈","1111","11206","12.45","3","3","Midland Realty International Limited","3 Bedrooms , 3 Bathrooms Apartment Sino Elegant Ensuite Clubhouse Good school zone Balcony Good view"
"https://www.28hse.com/en/buy/apartment/property-4021425","Fanling Royal Knoll","Unit A,High Floor,BLOCK 1","929","10226","9.5","4",,"Midland Reality","4 Bedrooms East Apartment Grand Sea"
"https://www.28hse.com/en/buy/apartment/property-4021420","Fanling Royal Knoll","High Floor,BLOCK 1","944","10064","9.5","4",,"Centaline Property Agency Limited","4 Bedrooms South west Apartment Grand Sea"
"https://www.28hse.com/en/buy/apartment/property-4021377","Pak Shek Kok Centra Horizon","Unit A,Low Floor,TOWER 6","965","13264","12.8","3",,"Midland Realty","3 Bedrooms Apartment Simple Good view Garden view"
"https://www.28hse.com/en/buy/apartment/property-4021368","Ma On Shan Symphony Bay","Mid Floor,BLOCK 1,VILLA RHAPSODY","1086","10129","11","3","2","Century 21 Goodwin Property Double Cove","3 Bedrooms , 2 Bathrooms South west Apartment SHKP Garden view Good view"
"https://www.28hse.com/en/buy/apartment/property-4021322","Yuen Long La Grove","Unit C,High Floor,TOWER 5","940","10638","10","5+","3","Ricacorp Properties","5+ Bedrooms , 3 Bathrooms North east Apartment SHKP Maid bedroom Clubhouse Terrace Ensuite Shopping Mall nearby Good view"
"https://www.28hse.com/en/buy/apartment/property-4021259","Yuen Long Park Yoho","Unit B,Low Floor,TOWER 6B,PARK YOHO VENEZIA","944","12373","11.68","3","2","Ricacorp Properties","3 Bedrooms , 2 Bathrooms South Apartment SHKP Mountain view Garden view Good view Simple"
"https://www.28hse.com/en/buy/apartment/property-4021254","Tsuen Wan Sham Tseng Royal Sea Crest","Unit B,Mid Floor,BLOCK 2","1056","7955","8.4","3","3","Midland Realty International Limited","3 Bedrooms , 3 Bathrooms South Apartment SHKP"
"https://www.28hse.com/en/buy/apartment/property-4021165","Sheung Shui Miami Crescent","Whole Block,HOUSE","1795","8022","14.4","4",,"Midland Realty International Limited","4 Bedrooms Apartment"
"https://www.28hse.com/en/buy/apartment/property-4021105","Tung Chung Caribbean Coast","Unit A,High Floor,TOWER 5,Phase 1 Monterey Cove","971","9990","9.7","4","2","Centaline Property Agency Limited","4 Bedrooms , 2 Bathrooms North Apartment CK Asset Sea view VR"
"https://www.28hse.com/en/buy/apartment/property-4021076","Tuen Mun Castle Peak Road Avignon","Unit C,Low Floor,TOWER 8,大廈","933","9968","9.3","3","3","Centaline Property Agency Limited","3 Bedrooms , 3 Bathrooms South west Apartment SHKP"
"https://www.28hse.com/en/buy/apartment/property-4021011","Yuen Long Park Signature","Unit D,High Floor,TOWER 2","951","10494","9.98","4",,"Centaline Properties","4 Bedrooms Apartment New World"
"https://www.28hse.com/en/buy/apartment/property-4020929","Yuen Long The Reach","Unit C,High Floor,TOWER 10","935","1","11.38","3",,"Midland Realty International Ltd","3 Bedrooms East Apartment Henderson"
"https://www.28hse.com/en/buy/apartment/property-4020920","Tung Chung Caribbean Coast","Unit H,Mid Floor,TOWER 9,Phase 3 Carmel Cove","927","10518","9.75","3",,"Ricacorp Properties","3 Bedrooms North west Apartment CK Asset"
"https://www.28hse.com/en/buy/apartment/property-4020915","Tuen Mun Castle Peak Road Palm Beach","Mid Floor,TOWER 2","1601","9369","15","5+","3","Earnest Property Agency Ltd","5+ Bedrooms , 3 Bathrooms South Apartment Indoor Car Park Ensuite Shopping Mall nearby Clubhouse Maid bedroom Sea view VR"
"https://www.28hse.com/en/buy/apartment/property-4020852","Tung Chung Caribbean Coast","Unit A,High Floor,TOWER 16,Phase 4 Crystal Cove","912","10855","9.9","3",,"Ricacorp Properties","3 Bedrooms North east Apartment CK Asset"
"https://www.28hse.com/en/buy/apartment/property-4020813","Tuen Mun Castle Peak Road Palm Beach","Mid Floor,TOWER 2","1601","9369","15","5+","3","Century 21 Sky On Properties","5+ Bedrooms , 3 Bathrooms Apartment Good view Sea view Elegant Indoor Car Park Ensuite Maid bedroom Duplex Apartment Shopping Mall nearby"
"https://www.28hse.com/en/buy/apartment/property-4020548","Tuen Mun Village","Full floor","1400","3986","5.58","2","2","Easy House Property","2 Bedrooms , 2 Bathrooms Village House Mountain view Balcony Roof top Whole floor MTR nearby Shopping Mall nearby"
"https://www.28hse.com/en/buy/apartment/property-4020478","Tung Chung The Visionary","Unit A,Mid Floor,TOWER 3,BUILDING","1031","12609","13","3","2","Centaline Property Agency Ltd","3 Bedrooms , 2 Bathrooms Apartment Nan Fung"
"https://www.28hse.com/en/buy/apartment/property-4020306","Yuen Long The Reach","Unit C,High Floor,TOWER 10","935","1","11.38","3","3","Midland Realty International Limited","3 Bedrooms , 3 Bathrooms Apartment Henderson Mountain view Good view Elegant Indoor Car Park Roof top Terrace Ensuite"
"https://www.28hse.com/en/buy/apartment/property-4020182","Shatin Forest Hill","High Floor,BLOCK D","934","12848","12","3","2","Ricacorp Properties","3 Bedrooms , 2 Bathrooms North east Apartment"
"https://www.28hse.com/en/buy/apartment/property-4020065","Yuen Long Yoho Midtown","Mid Floor,TOWER M1","915","15301","14","4",,"Ricacorp Properties","4 Bedrooms South Apartment SHKP Good view Elegant Shopping Mall nearby Balcony MTR nearby Clubhouse"
"https://www.28hse.com/en/buy/apartment/property-4019963","Tuen Mun Castle Peak Road The Bloomsway","Mid Floor,TOWER 2,THE LAGUNA","976","11783","11.5","3",,"Midland Property","3 Bedrooms South Apartment Kerry"
"https://www.28hse.com/en/buy/apartment/property-4019683","The Lohas Hemera","Unit RB,Mid Floor,TOWER 1","928","14547","13.5","4","3","Midland Realty International Limited","4 Bedrooms , 3 Bathrooms Apartment Henderson Elegant Good view Sea view Mountain view"
"https://www.28hse.com/en/buy/apartment/property-4019580","Tung Chung Caribbean Coast","Unit A,High Floor,TOWER 16,Phase 4 Crystal Cove","912","10855","9.9","3","2","Ricacorp Properties","3 Bedrooms , 2 Bathrooms North east Apartment CK Asset Sea view"
"https://www.28hse.com/en/buy/apartment/property-4019517","Tai Wai World-Wide Gardens","Unit A,Low Floor,BLOCK 4--LILI COURT","1255","9960","12.5","2","2","Ricacorp Properties","2 Bedrooms , 2 Bathrooms West Apartment Carpark"
"https://www.28hse.com/en/buy/apartment/property-4019351","Hung Shui Kiu La Mansion","Whole Block,洋房","1615","9598","15.5","4","2","Centaline Property","4 Bedrooms , 2 Bathrooms North east Apartment CK Asset"
"https://www.28hse.com/en/buy/apartment/property-4019060","Yuen Long La Grove","Unit C,High Floor,TOWER 5","940","10638","10","3","3","Midland Realty International Limited","3 Bedrooms , 3 Bathrooms Apartment SHKP Terrace"
"https://www.28hse.com/en/buy/apartment/property-4018601","Tsuen Wan Sham Tseng Bellagio","Unit B,Low Floor,TOWER 2","935","12813","11.98","3","2","Earnest Property Agency Ltd","3 Bedrooms , 2 Bathrooms Apartment Wheelock Ensuite Clubhouse Balcony Maid bedroom Sea view Swimming Pool View"
"https://www.28hse.com/en/buy/apartment/property-4018164","Yuen Long Village","House","1400","3843","5.38","2","2","Reaching Properties Ltd.","2 Bedrooms , 2 Bathrooms Village House House Mountain view Garden view Good view Elegant Outdoor Car Park Balcony Roof top"
"https://www.28hse.com/en/buy/apartment/property-4018133","Tung Chung The Visionary","High Floor,TOWER 8,BUILDING","1034","12089","12.5","3","2","Hong Kong Property","3 Bedrooms , 2 Bathrooms North Apartment Nan Fung Garden view Elegant"
"https://www.28hse.com/en/buy/apartment/property-4018125","Tung Chung Coastal Skyline","Unit E,High Floor,(LOW-RISE) 2,LE BLEU DEUX","988","16194","16","3",,"Midland Realty","3 Bedrooms South Apartment HKR Elegant Good view"
"https://www.28hse.com/en/buy/apartment/property-4017600","Shatin Dragons Range","Unit D,Mid Floor,TOWER 3,COURT C","944","12712","12","3","2","Centaline Property Agency Limited","3 Bedrooms , 2 Bathrooms North east Apartment Kerry Clubhouse Balcony Maid bedroom Good school zone Ensuite VR"
"https://www.28hse.com/en/buy/apartment/property-4017552","Lai Chi Kok One West Kowloon","Mid Floor,TOWER 2","963","14538","14","4",,"Midland Realty International Limited","4 Bedrooms Apartment CK Asset"
"https://www.28hse.com/en/buy/apartment/property-4017524","Yuen Long Seasons Palace","Whole Block,KAM SHEUNG ROAD","926","14903","13.8","3",,"Centaline Property Agency Limited","3 Bedrooms South Apartment CK Asset"
"https://www.28hse.com/en/buy/apartment/property-4017406","Fanling The Green","Whole Block,POPLAR DRIVE","1328","9488","12.6","3",,"Midland Realty International Limited","3 Bedrooms House China Overseas"
"https://www.28hse.com/en/buy/apartment/property-4017401","Fanling The Green","Whole Block,WILLOW DRIVE","1315","9886","13","3",,"Ricacorp Properties","3 Bedrooms Apartment House China Overseas Good view Elegant VR"
"https://www.28hse.com/en/buy/apartment/property-4017385","Sheung Shui Miami Crescent","Whole Block,HOUSE","1795","8245","14.8","4",,"Ricacorp Properties","4 Bedrooms Apartment House Good view"
"https://www.28hse.com/en/buy/apartment/property-4017316","Lai Chi Kok One West Kowloon","Unit D,Mid Floor,TOWER 2","963","14538","14","4","3","Centaline Property-aqua Marine Branch","4 Bedrooms , 3 Bathrooms South Apartment CK Asset Clubhouse Good school zone Ensuite MTR nearby Shopping Mall nearby Balcony"
"https://www.28hse.com/en/buy/apartment/property-4017273","Yuen Long Fairview Park","House","902","10865","9.8","3","2","Fullsgood Property Agency Limited","3 Bedrooms , 2 Bathrooms Village House House Western Style Bldg Indoor Car Park"
"https://www.28hse.com/en/buy/apartment/property-4017222","Sheung Shui Golf Parkview","Unit A,Mid Floor,BLOCK 3","1079","9268","10","3","3","Centaline Property","3 Bedrooms , 3 Bathrooms Apartment Hanison Mountain view Garden view Good view Elegant VR"
"https://www.28hse.com/en/buy/apartment/property-4017052","Lai Chi Kok One West Kowloon","Mid Floor,TOWER 2","963","14538","14","4",,"Midland Realty International Limited","4 Bedrooms Apartment CK Asset"
"https://www.28hse.com/en/buy/apartment/property-4017017","Lai Chi Kok One West Kowloon","Unit D,Mid Floor,TOWER 2","963","14538","14","4",,"Centaline Property- Banyan Garden Branch","4 Bedrooms South Apartment CK Asset"
"https://www.28hse.com/en/buy/apartment/property-4016745","Lai Chi Kok One West Kowloon","Mid Floor,TOWER 2","963","14538","14","4",,"Midland Realty International Limited","4 Bedrooms Apartment CK Asset"
"https://www.28hse.com/en/buy/apartment/property-4016559","Lai Chi Kok One West Kowloon","Unit D,Mid Floor,TOWER 2","963","14538","14","4","3","Ricacorp Properties","4 Bedrooms , 3 Bathrooms South Apartment CK Asset Building view"
"https://www.28hse.com/en/buy/apartment/property-4016545","Yuen Long Palm Springs","Whole Block,Phase 1A (Monterey) Osmanthus Path","967","12410","12","3","1","Centaline Property Agency Limited","3 Bedrooms , 1 Bathroom Apartment Elegant Indoor Car Park Duplex Apartment Roof top Balcony Garden Ensuite Clubhouse"
"https://www.28hse.com/en/buy/apartment/property-4016537","Tung Chung The Visionary","Unit E,High Floor,TOWER 3,BUILDING","963","12461","12","3",,"Hong Kong Property","3 Bedrooms Apartment Nan Fung Garden view Good view Building view Elegant"
"https://www.28hse.com/en/buy/apartment/property-4016442","Lai Chi Kok One West Kowloon","Unit D,Mid Floor,TOWER 2","963","14538","14","4","3","Ricacorp Properties","4 Bedrooms , 3 Bathrooms South Apartment CK Asset Simple Balcony Ensuite Maid bedroom Clubhouse Garden view"
"https://www.28hse.com/en/buy/apartment/property-4016331","Yuen Long Crescent Green","Unit A,Low Floor,Tower 6,Building","937","8965","8.4","4","3","Man‘s Property Limited","4 Bedrooms , 3 Bathrooms East Apartment Road King Swimming Pool View"
